def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
def(MCH_WRITE_DUMP),
def(WSDEBUG_SENSE),
!def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(NBDEBUG),
!def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
def(FEAT_TERMRESPONSE),
True,
def(LESSTIF_VERSION),
def(WSDEBUG_TRACE),
!def(INET_SOCKETS),
def(__BORLANDC__),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI),
!def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
def(INET_SOCKETS),
def(WSDEBUG),
!def(NO_CONSOLE),
!def(FEAT_GUI_GTK),
def(PROTO),
def(DEBUG),
def(FEAT_BEVAL),
