def(WSDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_W32),
def(FEAT_GUI),
def(DEBUG),
!def(FEAT_GUI_GTK),
def(PROTO),
True,
def(NBDEBUG),
def(MCH_WRITE_DUMP),
def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
!def(INET_SOCKETS),
def(__BORLANDC__),
def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(NO_CONSOLE),
def(WSDEBUG_TRACE),
def(MAIN),
def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
def(INET_SOCKETS),
!def(PROTO),
def(FEAT_TERMRESPONSE),
def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
