def(FEAT_TOOLBAR),
def(WSDEBUG_TRACE),
def(FEAT_MBYTE),
def(NBDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(DEBUG),
def(JUMPLIST_ROTATE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_MBYTE),
def(WSDEBUG),
def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
def(FEAT_GUI_W32),
True,
!def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(INET_SOCKETS),
def(FEAT_GUI),
def(WSDEBUG_SENSE),
def(__BORLANDC__),
def(FEAT_BEVAL),
!def(NO_CONSOLE),
!def(FEAT_BEVAL),
def(MCH_WRITE_DUMP),
def(PROTO),
!def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_GTK),
!def(PROTO),
