!def(NO_CONSOLE),
def(FEAT_GUI),
def(NBDEBUG),
!def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
def(PROTO),
def(INET_SOCKETS),
def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_SENSE),
def(MCH_WRITE_DUMP),
def(DEBUG),
def(LESSTIF_VERSION),
!def(INET_SOCKETS),
True,
def(JUMPLIST_ROTATE),
def(WSDEBUG_TRACE),
def(FEAT_BEVAL),
!def(PROTO),
def(__BORLANDC__),
def(WSDEBUG),
def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
