def(LESSTIF_VERSION),
def(FEAT_MBYTE),
True,
!def(FEAT_MBYTE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_SENSE),
def(FEAT_BEVAL),
!def(FEAT_GUI_GTK),
def(PROTO),
!def(RISCOS),
def(FEAT_TERMRESPONSE),
def(RISCOS),
def(__BORLANDC__),
def(FEAT_FKMAP),
!def(PROTO),
def(FEAT_GUI),
!def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
def(FEAT_TOOLBAR),
!def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
def(DEBUG),
!def(NO_CONSOLE),
def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
def(EBCDIC),
def(FEAT_SUN_WORKSHOP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(EBCDIC),
def(FEAT_GUI_W32),
def(WSDEBUG),
def(NBDEBUG),
