(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_GUI_W32),
def(FEAT_JOB_CHANNEL),
def(FEAT_TERMRESPONSE),
def(PROTO),
!def(FEAT_PROFILE),
def(FEAT_SUN_WORKSHOP),
def(_WIN32),
def(WSDEBUG_SENSE),
def(__MINT__),
def(WSDEBUG),
True,
!def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_RIGHTLEFT),
def(INET_SOCKETS),
def(FEAT_PROFILE),
def(WSDEBUG_TRACE),
def(FEAT_MBYTE),
def(JUMPLIST_ROTATE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_FKMAP),
def(FEAT_FLOAT),
def(WIN32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(LESSTIF_VERSION),
!def(FEAT_GUI_W32),
def(NBDEBUG),
def(FEAT_BEVAL_GUI),
!def(FEAT_GUI_GTK),
def(DEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(MAIN),
def(FEAT_TOOLBAR),
