!def(FEAT_PROFILE),
def(FEAT_TOOLBAR),
def(JUMPLIST_ROTATE),
def(_WIN32),
def(WSDEBUG_TRACE),
!def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_SENSE),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_W32),
def(__MINT__),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(WIN32),
def(FEAT_PROFILE),
def(WSDEBUG),
def(FEAT_BEVAL_GUI),
def(NBDEBUG),
!def(FEAT_GUI_GTK),
def(MAIN),
def(DEBUG),
def(PROTO),
True,
def(LESSTIF_VERSION),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_JOB_CHANNEL),
!def(FEAT_GUI_W32),
