def(__MINT__),
def(FEAT_JOB_CHANNEL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
!def(FEAT_PROFILE),
!def(FEAT_GUI_GTK),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(MAIN),
def(WSDEBUG_TRACE),
def(JUMPLIST_ROTATE),
def(WSDEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
!def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(PROTO),
def(WSDEBUG_SENSE),
def(FEAT_BEVAL_GUI),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(LESSTIF_VERSION),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(DEBUG),
def(_WIN32),
def(FEAT_SUN_WORKSHOP),
def(NBDEBUG),
def(FEAT_PROFILE),
True,
!def(INET_SOCKETS),
def(WIN32),
