def(FEAT_MBYTE),
!def(EBCDIC),
!def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
def(FEAT_SUN_WORKSHOP),
def(EBCDIC),
def(DEBUG),
def(JUMPLIST_ROTATE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(RISCOS),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_W32),
def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
!def(PROTO),
def(NBDEBUG),
!def(RISCOS),
def(PROTO),
def(FEAT_TERMRESPONSE),
!def(NO_CONSOLE),
def(LESSTIF_VERSION),
def(FEAT_GUI),
def(WSDEBUG),
def(__BORLANDC__),
def(MCH_WRITE_DUMP),
True,
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_MBYTE),
!def(FEAT_GUI_GTK),
def(FEAT_FKMAP),
def(FEAT_BEVAL),
