!def(INET_SOCKETS),
def(FEAT_GUI),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_JOB_CHANNEL),
def(WIN32),
def(FEAT_BEVAL),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_TRACE),
def(_WIN32),
!def(FEAT_GUI_W32),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
!def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(DEBUG),
def(WSDEBUG),
def(FEAT_SUN_WORKSHOP),
def(JUMPLIST_ROTATE),
True,
def(FEAT_GUI_W32),
def(NBDEBUG),
def(FEAT_PROFILE),
def(LESSTIF_VERSION),
def(FEAT_TOOLBAR),
def(MAIN),
def(WSDEBUG_SENSE),
def(INET_SOCKETS),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(__MINT__),
!def(FEAT_PROFILE),
def(PROTO),
