!def(INET_SOCKETS),
def(WSDEBUG_SENSE),
def(FEAT_BEVAL_GUI),
def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_GTK),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(NBDEBUG),
def(FEAT_JOB_CHANNEL),
def(LESSTIF_VERSION),
def(WIN32),
def(FEAT_FKMAP),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(WSDEBUG_TRACE),
def(FEAT_MBYTE),
!def(FEAT_GUI_W32),
def(WSDEBUG),
def(_WIN32),
def(DEBUG),
!def(UNIX),
def(FEAT_TOOLBAR),
def(PROTO),
def(MAIN),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(UNIX),
def(FEAT_FLOAT),
def(FEAT_TERMRESPONSE),
def(FEAT_RIGHTLEFT),
def(FEAT_PROFILE),
def(FEAT_GUI_W32),
!def(FEAT_PROFILE),
True,
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(__MINT__),
