(!def(FEAT_BEVAL)&def(WSDEBUG_SENSE)),
def(FEAT_GUI_MOTIF),
def(FEAT_BEVAL),
def(FEAT_MBYTE),
def(NBDEBUG),
def(LESSTIF_VERSION),
def(JUMPLIST_ROTATE),
def(FEAT_GUI),
def(DEBUG),
(!def(FEAT_GUI_MOTIF)&(def(FEAT_GUI_GTK)|def(FEAT_GUI_W32))&def(FEAT_GUI_W32)),
def(EBCDIC),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_W32)),
(!def(FEAT_BEVAL)&def(WSDEBUG_TRACE)),
!def(NO_CONSOLE),
!def(RISCOS),
(!def(FEAT_BEVAL)&def(FEAT_NETBEANS_INTG)),
!def(FEAT_GUI_W32),
!def(FEAT_BEVAL),
True,
def(WIN64),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_GTK)),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
(def(NBDEBUG)&def(FEAT_GUI_W32)),
def(FEAT_GUI_GTK),
!def(WIN64),
!def(EBCDIC),
!def(FEAT_GUI_MOTIF),
def(FEAT_FKMAP),
def(FEAT_RIGHTLEFT),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_GTK)&def(FEAT_GUI_W32)&(def(FEAT_GUI_GTK)|def(FEAT_GUI_W32))),
