(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(__MINT__),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(PROTO),
def(JUMPLIST_ROTATE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
!def(INET_SOCKETS),
def(INET_SOCKETS),
def(FEAT_GUI),
def(FEAT_JOB_CHANNEL),
def(_WIN32),
def(LESSTIF_VERSION),
def(WSDEBUG_TRACE),
def(WIN32),
def(DEBUG),
def(FEAT_SUN_WORKSHOP),
def(MAIN),
!def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
True,
def(FEAT_GUI_W32),
def(NBDEBUG),
!def(FEAT_GUI_W32),
def(WSDEBUG),
def(WSDEBUG_SENSE),
def(FEAT_BEVAL),
def(FEAT_PROFILE),
!def(FEAT_PROFILE),
