def(__MINT__),
!def(FEAT_GUI_GTK),
def(MAIN),
def(JUMPLIST_ROTATE),
def(FEAT_TERMRESPONSE),
def(FEAT_SUN_WORKSHOP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_PROFILE),
def(WSDEBUG_TRACE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_BEVAL_GUI),
def(PROTO),
def(INET_SOCKETS),
def(WIN32),
def(WSDEBUG),
!def(INET_SOCKETS),
def(FEAT_TOOLBAR),
def(NBDEBUG),
def(FEAT_PROFILE),
def(FEAT_GUI_W32),
def(_WIN32),
def(FEAT_JOB_CHANNEL),
def(WSDEBUG_SENSE),
True,
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(DEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(LESSTIF_VERSION),
!def(FEAT_GUI_W32),
