def(FEAT_TERMRESPONSE),
def(FEAT_SUN_WORKSHOP),
True,
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_TRACE),
!def(INET_SOCKETS),
def(FEAT_BEVAL),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(PROTO),
!def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
def(_WIN32),
def(NBDEBUG),
def(FEAT_GUI),
def(WSDEBUG),
def(DEBUG),
def(JUMPLIST_ROTATE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_JOB_CHANNEL),
def(WSDEBUG_SENSE),
def(LESSTIF_VERSION),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(INET_SOCKETS),
def(WIN32),
def(MAIN),
def(__MINT__),
!def(FEAT_PROFILE),
def(FEAT_GUI_W32),
!def(FEAT_GUI_W32),
def(FEAT_PROFILE),
