(!def(FEAT_BEVAL)&def(WSDEBUG_TRACE)),
True,
def(FEAT_DND),
def(LESSTIF_VERSION),
def(DEBUG),
!def(FEAT_BEVAL),
(def(NBDEBUG)&def(FEAT_GUI_W32)),
(!def(FEAT_BEVAL)&def(FEAT_MBYTE_IME)),
def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
!def(EBCDIC),
!def(FEAT_GUI_W32),
!def(NO_CONSOLE),
(!def(FEAT_BEVAL)&def(FEAT_TOOLBAR)),
!def(FEAT_MBYTE),
def(EBCDIC),
def(FEAT_FKMAP),
def(NBDEBUG),
!def(LESSTIF_VERSION),
def(JUMPLIST_ROTATE),
(!def(FEAT_GUI_MOTIF)&!def(FEAT_GUI_GTK)&def(FEAT_GUI_W32)),
def(FEAT_GUI),
(!def(FEAT_BEVAL)&def(WSDEBUG_SENSE)),
def(FEAT_MBYTE),
def(FEAT_TOOLBAR),
(!def(FEAT_BEVAL)&def(NOIME)),
