!def(FEAT_GUI_W32),
def(PROTO),
def(FEAT_BEVAL),
!def(PROTO),
def(INET_SOCKETS),
def(WSDEBUG),
def(FEAT_SUN_WORKSHOP),
def(MCH_WRITE_DUMP),
def(WSDEBUG_SENSE),
def(FEAT_GUI),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_TRACE),
def(FEAT_TOOLBAR),
!def(INET_SOCKETS),
def(DEBUG),
def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(LESSTIF_VERSION),
!def(FEAT_BEVAL),
True,
def(NBDEBUG),
def(JUMPLIST_ROTATE),
!def(NO_CONSOLE),
def(__BORLANDC__),
