!def(FEAT_GUI_GTK),
def(FEAT_GUI_GTK),
def(INET_SOCKETS),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
(def(USE_WS_ERRORHANDLER)&def(WSDEBUG)),
def(WIN32),
def(FEAT_GUI_W32),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(__MINT__),
(def(USE_NB_ERRORHANDLER)&def(NBDEBUG)),
def(MAIN),
def(_WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_JOB_CHANNEL),
def(WSDEBUG),
def(JUMPLIST_ROTATE),
def(NBDEBUG),
def(LESSTIF_VERSION),
def(FEAT_TERMRESPONSE),
def(FEAT_TOOLBAR),
!def(INET_SOCKETS),
def(FEAT_GUI),
def(DEBUG),
True,
!def(FEAT_GUI_W32),
def(PROTO),
