def(FEAT_BEVAL),
def(FEAT_TERMRESPONSE),
def(MCH_WRITE_DUMP),
def(DEBUG),
def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
!def(PROTO),
def(__BORLANDC__),
def(LESSTIF_VERSION),
def(WSDEBUG_TRACE),
def(FEAT_GUI),
def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG),
def(FEAT_TOOLBAR),
def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(NO_CONSOLE),
True,
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_GTK),
def(PROTO),
def(NBDEBUG),
!def(INET_SOCKETS),
