!def(FEAT_GUI_GTK),
def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(DEBUG),
def(NBDEBUG),
def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
def(WSDEBUG_TRACE),
def(WSDEBUG),
!def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TOOLBAR),
def(FEAT_BEVAL),
def(WIN32),
def(FEAT_SUN_WORKSHOP),
True,
def(WSDEBUG_SENSE),
def(FEAT_GUI),
!def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
def(LESSTIF_VERSION),
def(_WIN32),
def(MAIN),
!def(NO_CONSOLE),
