(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(WSDEBUG_TRACE),
def(__MINT__),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_GUI_W32),
def(WIN32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(PROTO),
def(INET_SOCKETS),
!def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_W32),
def(MAIN),
!def(FEAT_GUI_GTK),
def(FEAT_BEVAL_GUI),
def(FEAT_TERMRESPONSE),
def(FEAT_PROFILE),
!def(FEAT_PROFILE),
def(_WIN32),
def(JUMPLIST_ROTATE),
def(DEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG),
def(LESSTIF_VERSION),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
True,
def(WSDEBUG_SENSE),
def(FEAT_TOOLBAR),
def(FEAT_JOB_CHANNEL),
def(NBDEBUG),
