!def(FEAT_GUI_W32),
def(FEAT_GUI),
!def(FEAT_GUI_GTK),
def(NBDEBUG),
def(WSDEBUG_SENSE),
def(INET_SOCKETS),
def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TOOLBAR),
!def(PROTO),
def(LESSTIF_VERSION),
def(WSDEBUG_TRACE),
def(WSDEBUG),
def(JUMPLIST_ROTATE),
!def(NO_CONSOLE),
def(FEAT_TERMRESPONSE),
!def(INET_SOCKETS),
def(__BORLANDC__),
def(MCH_WRITE_DUMP),
def(FEAT_BEVAL),
True,
def(FEAT_GUI_W32),
def(DEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_GTK),
