def(LESSTIF_VERSION),
def(FEAT_FLOAT),
def(FEAT_BEVAL_GUI),
def(DEBUG),
def(UNIX),
def(MAIN),
def(WSDEBUG_TRACE),
def(WSDEBUG),
!def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TOOLBAR),
def(FEAT_TERMRESPONSE),
!def(UNIX),
def(PROTO),
def(FEAT_PROFILE),
def(__MINT__),
!def(FEAT_PROFILE),
def(FEAT_GUI_W32),
def(FEAT_RIGHTLEFT),
def(FEAT_FKMAP),
def(NBDEBUG),
True,
!def(INET_SOCKETS),
def(INET_SOCKETS),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(JUMPLIST_ROTATE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(_WIN32),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_MBYTE),
def(FEAT_JOB_CHANNEL),
def(WSDEBUG_SENSE),
def(FEAT_SUN_WORKSHOP),
def(WIN32),
