!def(NO_CONSOLE),
def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
True,
def(FEAT_GUI),
def(FEAT_MBYTE),
def(NBDEBUG),
def(LESSTIF_VERSION),
!def(FEAT_GUI_W32),
!def(INET_SOCKETS),
def(WSDEBUG_TRACE),
def(FEAT_GUI_W32),
def(FEAT_FKMAP),
def(WSDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_GTK),
def(PROTO),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(DEBUG),
!def(PROTO),
def(FEAT_RIGHTLEFT),
def(FEAT_SUN_WORKSHOP),
def(FEAT_BEVAL),
def(INET_SOCKETS),
def(MCH_WRITE_DUMP),
def(__BORLANDC__),
def(WSDEBUG_SENSE),
