(!def(FEAT_BEVAL)&def(WSDEBUG_SENSE)),
!def(EBCDIC),
def(FEAT_TERMRESPONSE),
True,
!def(NO_CONSOLE),
def(FEAT_MBYTE),
!def(FEAT_MBYTE),
(!def(FEAT_GUI_MOTIF)&!def(FEAT_GUI_GTK)&def(FEAT_GUI_W32)),
def(NBDEBUG),
(def(NBDEBUG)&def(FEAT_GUI_W32)),
def(DEBUG),
def(FEAT_GUI_W32),
!def(FEAT_GUI_W32),
def(FEAT_FKMAP),
def(FEAT_TOOLBAR),
def(JUMPLIST_ROTATE),
def(FEAT_GUI),
def(EBCDIC),
!def(RISCOS),
!def(FEAT_BEVAL),
(!def(FEAT_BEVAL)&def(FEAT_NETBEANS_INTG)),
(!def(FEAT_BEVAL)&def(WSDEBUG_TRACE)),
def(LESSTIF_VERSION),
