def(FEAT_BEVAL),
def(FEAT_FKMAP),
True,
def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(_WIN32),
def(WSDEBUG_SENSE),
def(MAIN),
def(WIN32),
!def(INET_SOCKETS),
def(DEBUG),
def(FEAT_TERMRESPONSE),
def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(NO_CONSOLE),
def(FEAT_GUI),
def(WSDEBUG_TRACE),
def(WSDEBUG),
!def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TERMTRUECOLOR),
def(FEAT_MBYTE),
!def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(FEAT_RIGHTLEFT),
def(NBDEBUG),
def(FEAT_GUI_W32),
