def(__BORLANDC__),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG),
def(FEAT_TERMRESPONSE),
def(JUMPLIST_ROTATE),
def(PROTO),
def(FEAT_GUI_W32),
def(FEAT_GUI),
def(DEBUG),
def(LESSTIF_VERSION),
def(WSDEBUG_SENSE),
def(MCH_WRITE_DUMP),
def(FEAT_SUN_WORKSHOP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
True,
!def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
def(INET_SOCKETS),
def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
!def(PROTO),
def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_W32),
def(NBDEBUG),
