def(FEAT_GUI),
def(FEAT_TERMRESPONSE),
def(MCH_WRITE_DUMP),
def(NBDEBUG),
def(__BORLANDC__),
def(FEAT_SUN_WORKSHOP),
True,
!def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_TRACE),
!def(NO_CONSOLE),
!def(PROTO),
def(WSDEBUG),
def(JUMPLIST_ROTATE),
def(FEAT_TOOLBAR),
def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(PROTO),
def(FEAT_BEVAL),
def(DEBUG),
!def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
def(FEAT_GUI_GTK),
