def(__BORLANDC__),
def(MCH_WRITE_DUMP),
def(FEAT_GUI),
def(FEAT_MBYTE),
def(LESSTIF_VERSION),
!def(FEAT_MBYTE),
!def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
def(WSDEBUG_TRACE),
True,
def(FEAT_GUI_W32),
def(PROTO),
def(DEBUG),
def(WSDEBUG_SENSE),
def(FEAT_TOOLBAR),
def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
!def(PROTO),
def(FEAT_TERMRESPONSE),
def(FEAT_SUN_WORKSHOP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(NBDEBUG),
def(WSDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_BEVAL),
