!def(NO_CONSOLE),
def(FEAT_TERMRESPONSE),
def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
def(PROTO),
def(FEAT_MBYTE),
def(DEBUG),
def(NBDEBUG),
def(FEAT_GUI_GTK),
!def(PROTO),
!def(INET_SOCKETS),
def(WSDEBUG_SENSE),
def(FEAT_RIGHTLEFT),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
def(FEAT_GUI),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(INET_SOCKETS),
def(WSDEBUG),
def(MCH_WRITE_DUMP),
def(FEAT_FKMAP),
def(__BORLANDC__),
def(WSDEBUG_TRACE),
True,
def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
