def(MCH_WRITE_DUMP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(PROTO),
def(INET_SOCKETS),
!def(PROTO),
def(FEAT_CLIPBOARD),
True,
def(FEAT_BEVAL),
!def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_W32),
!def(NO_CONSOLE),
def(FEAT_TOOLBAR),
def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
def(LESSTIF_VERSION),
def(NBDEBUG),
def(JUMPLIST_ROTATE),
def(FEAT_MBYTE),
def(WSDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI),
def(FEAT_TERMRESPONSE),
def(DEBUG),
def(FEAT_GUI_W32),
def(__BORLANDC__),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_TRACE),
