!def(FEAT_PROFILE),
def(PROTO),
def(WSDEBUG),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_SENSE),
def(INET_SOCKETS),
!def(INET_SOCKETS),
def(_WIN32),
def(FEAT_GUI_W32),
def(FEAT_GUI),
def(WIN32),
!def(FEAT_GUI_W32),
def(__MINT__),
def(NBDEBUG),
True,
def(JUMPLIST_ROTATE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_TOOLBAR),
def(FEAT_PROFILE),
def(WSDEBUG_TRACE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(DEBUG),
def(FEAT_BEVAL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(MAIN),
def(FEAT_TERMRESPONSE),
def(FEAT_JOB_CHANNEL),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
