def(FEAT_BEVAL),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(MAIN),
True,
def(WSDEBUG),
def(JUMPLIST_ROTATE),
def(WIN32),
def(FEAT_GUI_W32),
def(NBDEBUG),
def(PROTO),
def(FEAT_TOOLBAR),
def(WSDEBUG_TRACE),
def(_WIN32),
def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
def(FEAT_GUI),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
def(FEAT_TERMRESPONSE),
!def(NO_CONSOLE),
!def(INET_SOCKETS),
def(DEBUG),
