def(FEAT_RIGHTLEFT),
def(FEAT_GUI_GTK),
def(WSDEBUG),
def(FEAT_BEVAL),
!def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
True,
def(FEAT_GUI_W32),
!def(FEAT_BEVAL),
def(DEBUG),
def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(NBDEBUG),
!def(PROTO),
def(INET_SOCKETS),
!def(INET_SOCKETS),
def(MCH_WRITE_DUMP),
def(FEAT_EMACS_TAGS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_W32),
!def(FEAT_EMACS_TAGS),
def(__BORLANDC__),
def(FEAT_TERMRESPONSE),
!def(NO_CONSOLE),
def(LESSTIF_VERSION),
def(FEAT_MBYTE),
def(FEAT_FKMAP),
def(FEAT_GUI),
def(PROTO),
