def(FEAT_MBYTE),
def(FEAT_TERMRESPONSE),
!def(NO_CONSOLE),
!def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(FEAT_CLIPBOARD),
def(LESSTIF_VERSION),
def(FEAT_EMACS_TAGS),
def(WSDEBUG_TRACE),
!def(INET_SOCKETS),
def(PROTO),
def(WIN32),
def(MAIN),
!def(FEAT_GUI_GTK),
def(NBDEBUG),
def(_WIN32),
def(FEAT_GUI),
True,
def(WSDEBUG),
def(JUMPLIST_ROTATE),
def(FEAT_RIGHTLEFT),
def(WSDEBUG_SENSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_FKMAP),
def(INET_SOCKETS),
def(DEBUG),
def(FEAT_SUN_WORKSHOP),
def(FEAT_BEVAL),
!def(FEAT_EMACS_TAGS),
