def(FEAT_RIGHTLEFT),
def(FEAT_BEVAL),
def(NBDEBUG),
True,
def(DEBUG),
!def(NO_CONSOLE),
def(FEAT_TOOLBAR),
def(FEAT_MBYTE),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_W32),
def(FEAT_FKMAP),
!def(PROTO),
def(WSDEBUG_TRACE),
def(FEAT_TERMRESPONSE),
def(FEAT_SUN_WORKSHOP),
!def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(PROTO),
def(LESSTIF_VERSION),
def(WSDEBUG),
!def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_GTK),
def(MCH_WRITE_DUMP),
def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_W32),
def(INET_SOCKETS),
def(FEAT_GUI),
def(__BORLANDC__),
