def(MAIN),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(INET_SOCKETS),
!def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
!def(FEAT_PROFILE),
def(FEAT_TERMRESPONSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(FEAT_TOOLBAR),
def(FEAT_SUN_WORKSHOP),
def(_WIN32),
def(WSDEBUG),
def(WSDEBUG_TRACE),
def(FEAT_GUI),
def(PROTO),
def(FEAT_PROFILE),
def(FEAT_BEVAL),
def(WIN32),
def(WSDEBUG_SENSE),
!def(INET_SOCKETS),
def(__MINT__),
def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(NBDEBUG),
True,
def(FEAT_JOB_CHANNEL),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(DEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
