def(WSDEBUG_TRACE),
def(DEBUG),
!def(NO_CONSOLE),
def(LESSTIF_VERSION),
True,
def(WSDEBUG_SENSE),
def(JUMPLIST_ROTATE),
def(FEAT_GUI),
!def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
!def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
def(INET_SOCKETS),
!def(PROTO),
def(WSDEBUG),
def(PROTO),
def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
def(NBDEBUG),
def(FEAT_BEVAL),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(MCH_WRITE_DUMP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(__BORLANDC__),
def(FEAT_TOOLBAR),
def(FEAT_GUI_GTK),
