!def(INET_SOCKETS),
def(_WIN32),
def(INET_SOCKETS),
def(NBDEBUG),
def(FEAT_BEVAL),
def(FEAT_GUI),
def(WSDEBUG),
def(FEAT_JOB_CHANNEL),
def(WSDEBUG_SENSE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(__MINT__),
def(FEAT_TERMRESPONSE),
True,
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
!def(FEAT_GUI_GTK),
def(FEAT_PROFILE),
def(DEBUG),
def(WSDEBUG_TRACE),
def(MAIN),
def(PROTO),
def(FEAT_SUN_WORKSHOP),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(LESSTIF_VERSION),
def(FEAT_TOOLBAR),
!def(FEAT_PROFILE),
def(WIN32),
!def(FEAT_GUI_W32),
def(FEAT_GUI_W32),
