def(WSDEBUG_SENSE),
def(FEAT_TERMRESPONSE),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
def(FEAT_FKMAP),
!def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
!def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_GTK),
def(INET_SOCKETS),
def(WSDEBUG_TRACE),
def(FEAT_MBYTE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(DEBUG),
!def(PROTO),
def(FEAT_GUI_W32),
True,
def(FEAT_GUI),
!def(NO_CONSOLE),
def(NBDEBUG),
def(MCH_WRITE_DUMP),
def(PROTO),
def(__BORLANDC__),
!def(FEAT_GUI_W32),
def(FEAT_RIGHTLEFT),
def(WSDEBUG),
