!def(INET_SOCKETS),
def(LESSTIF_VERSION),
!def(FEAT_GUI_W32),
def(DEBUG),
def(WIN32),
def(FEAT_GUI),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_BEVAL),
def(WSDEBUG),
def(WSDEBUG_SENSE),
def(INET_SOCKETS),
def(FEAT_TOOLBAR),
def(_WIN32),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_GTK),
True,
def(PROTO),
def(NBDEBUG),
def(FEAT_SUN_WORKSHOP),
!def(NO_CONSOLE),
def(WSDEBUG_TRACE),
def(MAIN),
