def(FEAT_GUI_GTK),
def(INET_SOCKETS),
def(FEAT_GUI),
def(MCH_WRITE_DUMP),
def(FEAT_GUI_W32),
def(PROTO),
!def(FEAT_BEVAL),
def(FEAT_BEVAL),
def(FEAT_TERMRESPONSE),
def(LESSTIF_VERSION),
def(JUMPLIST_ROTATE),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
def(__BORLANDC__),
True,
def(FEAT_SUN_WORKSHOP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(DEBUG),
def(WSDEBUG),
def(FEAT_MBYTE),
def(FEAT_CLIPBOARD),
def(FEAT_FKMAP),
!def(PROTO),
!def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_SENSE),
!def(INET_SOCKETS),
def(NBDEBUG),
def(FEAT_RIGHTLEFT),
def(WSDEBUG_TRACE),
