def(JUMPLIST_ROTATE),
def(FEAT_TOOLBAR),
def(WSDEBUG),
def(FEAT_GUI),
def(INET_SOCKETS),
!def(FEAT_PROFILE),
def(WSDEBUG_TRACE),
def(NBDEBUG),
def(LESSTIF_VERSION),
def(WIN32),
def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_PROFILE),
def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
!def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
def(_WIN32),
!def(FEAT_GUI_W32),
def(FEAT_BEVAL),
def(FEAT_JOB_CHANNEL),
!def(FEAT_GUI_GTK),
def(__MINT__),
True,
def(DEBUG),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(WSDEBUG_SENSE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(MAIN),
