def(__BORLANDC__),
!def(INET_SOCKETS),
def(DEBUG),
def(NBDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
!def(NO_CONSOLE),
def(FEAT_GUI_GTK),
True,
def(FEAT_GUI),
def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
def(LESSTIF_VERSION),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_SENSE),
!def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_TRACE),
def(WSDEBUG),
def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_GTK),
def(INET_SOCKETS),
def(PROTO),
!def(FEAT_GUI_W32),
