def(FEAT_RIGHTLEFT),
True,
def(FEAT_TOOLBAR),
def(__BORLANDC__),
!def(PROTO),
def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
def(FEAT_FKMAP),
def(NBDEBUG),
def(FEAT_GUI),
def(WSDEBUG_SENSE),
!def(NO_CONSOLE),
!def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_CLIPBOARD),
def(WSDEBUG_TRACE),
def(INET_SOCKETS),
def(LESSTIF_VERSION),
!def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(FEAT_MBYTE),
def(PROTO),
def(WSDEBUG),
def(FEAT_SUN_WORKSHOP),
def(JUMPLIST_ROTATE),
def(FEAT_TERMRESPONSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(DEBUG),
def(MCH_WRITE_DUMP),
!def(FEAT_GUI_GTK),
!def(FEAT_BEVAL),
