!def(NO_CONSOLE),
True,
def(FEAT_TERMRESPONSE),
def(JUMPLIST_ROTATE),
def(FEAT_GUI),
!def(PROTO),
def(WSDEBUG),
!def(INET_SOCKETS),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_BEVAL),
def(LESSTIF_VERSION),
def(FEAT_SUN_WORKSHOP),
def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(DEBUG),
def(FEAT_BEVAL),
def(MCH_WRITE_DUMP),
!def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(__BORLANDC__),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_SENSE),
def(PROTO),
def(NBDEBUG),
def(FEAT_GUI_GTK),
