def(JUMPLIST_ROTATE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(PROTO),
!def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(PROTO),
def(FEAT_MBYTE),
def(FEAT_GUI),
def(DEBUG),
!def(FEAT_BEVAL),
def(FEAT_GUI_GTK),
def(__BORLANDC__),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_SENSE),
def(FEAT_GUI_W32),
True,
def(FEAT_BEVAL),
!def(FEAT_GUI_GTK),
def(MCH_WRITE_DUMP),
!def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
!def(NO_CONSOLE),
def(WSDEBUG),
def(FEAT_TERMRESPONSE),
def(FEAT_TOOLBAR),
def(INET_SOCKETS),
def(FEAT_CLIPBOARD),
def(NBDEBUG),
def(WSDEBUG_TRACE),
