(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_TOOLBAR),
def(WSDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(NBDEBUG),
def(FEAT_BEVAL),
def(FEAT_GUI_W32),
def(FEAT_PROFILE),
def(FEAT_TERMRESPONSE),
def(LESSTIF_VERSION),
def(__MINT__),
def(DEBUG),
!def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
def(_WIN32),
def(PROTO),
True,
def(WSDEBUG_TRACE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_SUN_WORKSHOP),
def(INET_SOCKETS),
def(FEAT_JOB_CHANNEL),
def(MAIN),
!def(FEAT_PROFILE),
def(JUMPLIST_ROTATE),
def(FEAT_GUI),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(WSDEBUG_SENSE),
def(WIN32),
