def(FEAT_SUN_WORKSHOP),
!def(RISCOS),
def(PROTO),
def(FEAT_FKMAP),
def(FEAT_GUI),
def(JUMPLIST_ROTATE),
def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
!def(FEAT_RIGHTLEFT),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(DEBUG),
def(__BORLANDC__),
def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
def(WSDEBUG),
True,
def(MCH_WRITE_DUMP),
def(NBDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_RIGHTLEFT),
def(RISCOS),
def(WSDEBUG_SENSE),
def(EBCDIC),
def(FEAT_MBYTE),
def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
!def(NO_CONSOLE),
!def(EBCDIC),
!def(FEAT_MBYTE),
!def(FEAT_GUI_GTK),
!def(FEAT_BEVAL),
def(FEAT_TERMRESPONSE),
!def(PROTO),
!def(FEAT_GUI_W32),
