def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(CHANNEL_PIPES),
True,
def(FEAT_SUN_WORKSHOP),
def(_WIN32),
def(FEAT_TOOLBAR),
def(DEBUG),
!def(FEAT_GUI_GTK),
!def(FEAT_GUI_W32),
def(__BORLANDC__),
def(WSDEBUG_TRACE),
def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
!def(NO_CONSOLE),
!def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(MAIN),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI),
def(WSDEBUG_SENSE),
def(PROTO),
def(LESSTIF_VERSION),
def(FEAT_BEVAL),
!def(PROTO),
def(MCH_WRITE_DUMP),
def(WSDEBUG),
def(NBDEBUG),
