def(MCH_WRITE_DUMP),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
!def(FEAT_BEVAL),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI),
def(DEBUG),
def(__BORLANDC__),
def(FEAT_GUI_W32),
def(WSDEBUG),
def(FEAT_SUN_WORKSHOP),
def(NBDEBUG),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
!def(PROTO),
!def(NO_CONSOLE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
True,
def(INET_SOCKETS),
def(FEAT_TOOLBAR),
def(PROTO),
def(WSDEBUG_TRACE),
