def(LESSTIF_VERSION),
def(_WIN32),
!def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
def(JUMPLIST_ROTATE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_SUN_WORKSHOP),
def(FEAT_BEVAL_GUI),
def(FEAT_GUI_W32),
def(PROTO),
def(__MINT__),
def(WIN32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(DEBUG),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_TOOLBAR),
def(FEAT_JOB_CHANNEL),
def(FEAT_PROFILE),
def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(INET_SOCKETS),
def(WSDEBUG_SENSE),
True,
def(WSDEBUG),
def(NBDEBUG),
def(MAIN),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_TERMRESPONSE),
!def(FEAT_PROFILE),
!def(FEAT_GUI_GTK),
