def(FEAT_TOOLBAR),
def(WSDEBUG),
def(DEBUG),
def(WSDEBUG_TRACE),
def(INET_SOCKETS),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
!def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(LESSTIF_VERSION),
def(NBDEBUG),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
def(FEAT_JOB_CHANNEL),
def(JUMPLIST_ROTATE),
def(FEAT_SUN_WORKSHOP),
True,
def(FEAT_PROFILE),
def(_WIN32),
def(__MINT__),
def(FEAT_GUI),
def(FEAT_BEVAL),
def(PROTO),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(MAIN),
!def(FEAT_PROFILE),
def(FEAT_GUI_W32),
def(WIN32),
