def(FEAT_GUI_W32),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
!def(FEAT_PROFILE),
def(NBDEBUG),
!def(INET_SOCKETS),
def(LESSTIF_VERSION),
def(INET_SOCKETS),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_TOOLBAR),
def(FEAT_SUN_WORKSHOP),
def(WIN32),
def(WSDEBUG_SENSE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
!def(FEAT_GUI_GTK),
def(PROTO),
def(FEAT_JOB_CHANNEL),
def(FEAT_PROFILE),
def(FEAT_TERMRESPONSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI),
True,
!def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(_WIN32),
def(FEAT_BEVAL),
def(MAIN),
def(WSDEBUG_TRACE),
def(__MINT__),
def(DEBUG),
def(WSDEBUG),
