def(WSDEBUG),
def(__BORLANDC__),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_W32),
def(FEAT_GUI_GTK),
def(MAIN),
def(FEAT_BEVAL),
True,
!def(INET_SOCKETS),
def(WSDEBUG_SENSE),
def(INET_SOCKETS),
def(PROTO),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_GTK),
def(_WIN32),
def(NBDEBUG),
def(FEAT_GUI),
def(FEAT_TOOLBAR),
def(DEBUG),
!def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
!def(PROTO),
def(LESSTIF_VERSION),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(NO_CONSOLE),
def(FEAT_SUN_WORKSHOP),
def(MCH_WRITE_DUMP),
def(WIN32),
