!def(PROTO),
def(LESSTIF_VERSION),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_TRACE),
def(WSDEBUG),
def(FEAT_BEVAL),
def(MCH_WRITE_DUMP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_W32),
def(DEBUG),
def(FEAT_GUI),
!def(FEAT_GUI_GTK),
!def(FEAT_BEVAL),
True,
def(WSDEBUG_SENSE),
def(PROTO),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_W32),
!def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
!def(NO_CONSOLE),
def(NBDEBUG),
def(INET_SOCKETS),
def(__BORLANDC__),
