def(__BORLANDC__),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
True,
def(FEAT_TOOLBAR),
!def(INET_SOCKETS),
def(NBDEBUG),
def(WSDEBUG),
def(FEAT_GUI),
!def(NO_CONSOLE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_GTK),
!def(FEAT_BEVAL),
def(PROTO),
def(WSDEBUG_TRACE),
def(FEAT_GUI_W32),
def(DEBUG),
def(FEAT_TERMRESPONSE),
def(INET_SOCKETS),
!def(PROTO),
def(MCH_WRITE_DUMP),
def(WSDEBUG_SENSE),
def(JUMPLIST_ROTATE),
def(FEAT_BEVAL),
def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
!def(FEAT_GUI_GTK),
!def(FEAT_GUI_W32),
