!def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(FEAT_GUI),
def(INET_SOCKETS),
!def(PROTO),
def(__BORLANDC__),
def(PROTO),
def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
def(FEAT_BEVAL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(DEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(WSDEBUG_TRACE),
def(NBDEBUG),
def(FEAT_SUN_WORKSHOP),
True,
def(FEAT_CLIPBOARD),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_GTK),
def(MCH_WRITE_DUMP),
def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
def(WSDEBUG),
def(LESSTIF_VERSION),
def(FEAT_MBYTE),
