def(WSDEBUG_SENSE),
!def(FEAT_PROFILE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_TOOLBAR),
def(FEAT_GUI),
def(WSDEBUG),
!def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(PROTO),
def(JUMPLIST_ROTATE),
True,
def(INET_SOCKETS),
def(WSDEBUG_TRACE),
def(__MINT__),
def(_WIN32),
def(NBDEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(WIN32),
def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_JOB_CHANNEL),
def(MAIN),
def(FEAT_BEVAL),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_PROFILE),
!def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
def(DEBUG),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_W32),
