def(MAIN),
!def(FEAT_BEVAL_GUI),
def(INET_SOCKETS),
def(WSDEBUG),
def(FEAT_TERMRESPONSE),
!def(FEAT_PROFILE),
def(ABORT_ON_INTERNAL_ERROR),
def(WIN32),
def(__MINT__),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
True,
def(_WIN32),
(!def(FEAT_BEVAL_GUI)&def(WSDEBUG_TRACE)),
def(PROTO),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_TOOLBAR),
def(FEAT_PROFILE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_W32),
(!def(FEAT_BEVAL_GUI)&def(WSDEBUG)),
!def(FEAT_GUI_GTK),
!def(UNIX),
def(FEAT_JOB_CHANNEL),
def(DEBUG),
def(LESSTIF_VERSION),
(!def(FEAT_BEVAL_GUI)&def(WSDEBUG_SENSE)),
!def(FEAT_GUI_W32),
def(UNIX),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(NBDEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
