!def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_W32),
def(WSDEBUG),
def(PROTO),
def(MCH_WRITE_DUMP),
def(WSDEBUG_TRACE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
!def(PROTO),
def(FEAT_TOOLBAR),
def(FEAT_BEVAL),
def(NBDEBUG),
!def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
True,
def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(DEBUG),
def(INET_SOCKETS),
!def(NO_CONSOLE),
def(__BORLANDC__),
def(FEAT_GUI),
def(WSDEBUG_SENSE),
