def(FEAT_RIGHTLEFT),
def(FEAT_GUI),
def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_W32),
!def(FEAT_BEVAL),
def(FEAT_BEVAL),
def(FEAT_SUN_WORKSHOP),
def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(FEAT_FKMAP),
def(PROTO),
def(WSDEBUG_SENSE),
def(MCH_WRITE_DUMP),
!def(INET_SOCKETS),
def(WSDEBUG_TRACE),
def(FEAT_MBYTE),
def(NBDEBUG),
def(FEAT_TERMRESPONSE),
def(LESSTIF_VERSION),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TOOLBAR),
def(__BORLANDC__),
def(JUMPLIST_ROTATE),
!def(NO_CONSOLE),
True,
!def(PROTO),
def(DEBUG),
!def(FEAT_GUI_GTK),
def(WSDEBUG),
