def(FEAT_GUI),
def(WSDEBUG_TRACE),
def(FEAT_BEVAL),
!def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(MCH_WRITE_DUMP),
def(WSDEBUG_SENSE),
!def(PROTO),
def(__BORLANDC__),
!def(FEAT_GUI_GTK),
def(WSDEBUG),
def(NBDEBUG),
def(FEAT_TOOLBAR),
def(FEAT_GUI_W32),
!def(NO_CONSOLE),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_GTK),
True,
def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(DEBUG),
def(PROTO),
