!def(PROTO),
def(PROTO),
def(FEAT_CLIPBOARD),
def(__BORLANDC__),
!def(FEAT_GUI_W32),
def(FEAT_BEVAL),
True,
!def(FEAT_BEVAL),
def(FEAT_MBYTE),
def(NBDEBUG),
def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
def(JUMPLIST_ROTATE),
def(FEAT_TOOLBAR),
def(DEBUG),
def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
def(WSDEBUG),
def(WSDEBUG_SENSE),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_W32),
!def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_TRACE),
def(FEAT_GUI),
!def(NO_CONSOLE),
def(MCH_WRITE_DUMP),
!def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
